Name,State,upto,Address,telephone/Mobile no.,Principal name 
IDEAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","I BLOCK, SHIV DURGA VIHAR, LAKKARPUR,121009","0129,6520206","
Head/Principal Name:SUDESH BHADANA
"
IDEAL SR. SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO CHANG, DISTT-BHIWANI,127027",",9034463433","
Head/Principal Name:MR. ASHOK KUMAR MUNJAL
"
IMPERIAL HERITAGE SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SEC 102, NEAR DWARKA EXPRESSWAY, GURUGRAM,122006",",07290002020","
Head/Principal Name:Mrs. Neelu Sharma
"
INDERPRASTHA SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VILL. - CHINALIYA, POST OFF. - NANGAL KATHA,123001","1282,272608","
Head/Principal Name:HAWA SINGH
"
INDIAN HERITAGE SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","V.P.O NEELAWALI,125104",",9306752110","
Head/Principal Name:Mr. Naveen Kumar Taneja
"
INDIAN MODERN SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","INDIAN COLONY, DISTT SONEPAT, HARYANA,131001","0130,2221730","
Head/Principal Name:RAJENDER SINGH
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2019 
","BHALSI,132113","0180,8053828028","
Head/Principal Name:MANISH GOEL
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO SULTANPUR,HANSI HISSAR, ,125033","1663,289240","
Head/Principal Name:RENU MALHOTRA
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","BURIA ROAD JAGADHIRI DISTT YAMUNA NAGAR HARYANA,135003","1732,7876348948","
Head/Principal Name:MEENAKSHI BHARDWAJ
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","MOHRA DISTT AMBALA HARYANA,133004","0171,9017740042","
Head/Principal Name:ROHINI MIRCHANDANI
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILL GHESPUR PO RADAUR DISTT YAMUNA NAGAR HARYANA,135133","1732,323846","
Head/Principal Name:Ish Kumar
"
INDIAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","BARSAT ROAD, PANIPAT,132103","0180,2647707","
Head/Principal Name:Jyoti Gupta
"
INDIAN PUBLIC SPORTS SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","NEHRU COLONY JIND ROAD ROHTAK HARYANA,124001","1262,252116","
Head/Principal Name:NIRMAL RATHEE
"
INDIAN SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VILLAGE TURKAPUR, P.O. BASPADAMKA,,122503","0124,8607551122","
Head/Principal Name:SHEO RAM
"
INDIRA GANDHI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2021 
","KURUKSHETRA ROAD KAITHAL HARYANA,122001","1746,234966","
Head/Principal Name:VEENA AGGARWAL
"
INDO AMERICAN SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","NEAR RAM LEELA MAIDAN DELHI ROAD, DISTT JHAJJAR HARYANA,124507","1251,210550","
Head/Principal Name:Anita
"
INDOLOGY PUBLIC SR. SEC  SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VPO SEENK,132103","0180,2005747","
Head/Principal Name:Surjeet Singh
"
INDRAPRASTH PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","INDRAPRASTH PUBLIC SCHOOL, KIRMICH ROAD, VILLAGE DYALPUR,136118","0,8929321335","
Head/Principal Name:Gurinder Aneja
"
INDUS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","PLOT NO.1, SECTOR 16/17HISAR,125001",",245555","
Head/Principal Name:MRS. SHALINI CHAUDHARY
"
INDUS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","V.P.O. PILLU KHERA MANDI,,126113","091,9254041041","
Head/Principal Name:Pawan Kumar
"
INDUS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VIJAY NAGAR JIND HARYANA,126102","1681,249705","
Head/Principal Name:ARUNA SHARMA
"
INDUS PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SECTOR-8, URBAN ESTATE, KARNAL, HARYANA-132001,132001","0184,4030575","
Head/Principal Name:ALKA CHHABRA
"
INDUS PUBLIC SCHOOL MIRCHPUR,HARYANA,"
Affiliated up to: 31/03/2026 
","VPO: MIRCHPUR, TEHSIL : NARNAUND, DISTT: HISAR.,125039",",9996124666","
Head/Principal Name:MRS. NEELAM RATHI
"
"INDUS PUBLIC SCHOOL,",HARYANA,"
Affiliated up to: 31/03/2025 
","DHAND ROAD, NEAR SUNCITY, KAITHAL,136027","1746,651005","
Head/Principal Name:TANU PUNIA
"
"INDUS PUBLIC SCHOOL,",HARYANA,"
Affiliated up to: 31/03/2025 
","108TH KM STONE, NH-10 (HISAR ROAD),MEHAM, ROHTAK, HARYANA-124112,124112","91,9812408999","
Head/Principal Name:ROJINA MOHANTY
"
INDUS VALLEY PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VILLAGE DONGRAAHIR,123021","1285,201055","
Head/Principal Name:Jaiveer Singh Yadav
"
INFANT JESUS SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SANJOE PURAM CHANDPUR FARIDABAD HARYANA,121004","0129,2403305,8448500350","
Head/Principal Name:SMITHA JOSE
"
INFINITY PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO KACHHWA, TARAORI ROAD,132001",",9812465250","
Head/Principal Name:MRS. SUREKHA DEVI
"
INTERNATIONAL BHARTI SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","GOHANA ROAD 5TH MILE STONE ROHTAK  HARYANA,124001","1262,214474","
Head/Principal Name:SEEMA SEHGAL
"
INTERNATIONAL PRESIDENCY SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","NEAR RAO TULA RAM CHOWK, DADRI ROAD,123029","1285,221487","
Head/Principal Name:Uttama Kaushik
"
INTERNATIONAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VPO- MACHHRAULI,132101",",9255889105","
Head/Principal Name:MR. VIKRAM SINGH
"
IQRAA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","V & P.O. FATEHPUR TAGA,121004",",0129-6465222","
Head/Principal Name:Mrs.Jasiya Shabir
"
ISHWAR INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","GOHANA (SONIPAT),131301","1263,9996390013","
Head/Principal Name:Jyotsna Shrivastava 
"
ITBP PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","S.S.B.N. ITB POLICE, P.O. NATHUPUR, SABOLI CAMP,DISTT. SONEPAT, HARYANA- 131 029,","011,25164226","
Head/Principal Name:.
"
ITBP PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2020 
","SS BN ITB POLICE (MHA), PO-NATHUPUR   SABOLI CAMP,131029","011,27282575","
Head/Principal Name:SUKRAM PAL
"
J D K D E S PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","CHARKHI DADRI RAM KRISHNA GUPTA MARG DT. BHIWANI HARYANA,127306","0125,01250215508","
Head/Principal Name:RAJNI VERMA
"
J K R PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","MEHAM ROAD NEAR POWER HOUSE GOHANA DISTT SONIPAT HARYANA,131301","1263,256782","
Head/Principal Name:MANJU KUMARI
"
J P JAIN SENIOR SECONDRY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","J.P.JAIN SENIOR SECONDRY SCHOOL, SONEPAT,131001","0130,01302235075","
Head/Principal Name:MR. SHIV KANT GAUR
"
J. J. SCHOOL OF EDUCATION,HARYANA,"
Affiliated up to: 31/03/2022 
","NEAR GAUSHALA,JHAJJAR ROAD, GURGAON, HARYANA,122506","0124,2375023","
Head/Principal Name:RAVINDER SHARMA
"
"J.A.SARASWATI VIDYA PEETH SENIOR SECONDARY SCHOOL, BAINSI",HARYANA,"
Affiliated up to: 31/03/2026 
","V.P.O. BAINSI, TEHSIL-MEHAM, DISTT. ROHTAK, HARYANA,124519","91,8570947475","
Head/Principal Name:SUSHMA GAUTAM
"
J.D. PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","V.P.O. ALAWALPUR,121102","1275,09215161721","
Head/Principal Name:MRS. SANGITA RANI
"
J.K PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","YAMUNA ENCLAVE,DHEERAJ NAGAR TILPAT,121003",",9540232546","
Head/Principal Name:MRS. NISHA DEVI
"
J.K.M.SR.SEC.SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VPO KALANAUR RAILWAY ROAD,124113",",01258222930","
Head/Principal Name:MRS. SAVITA DEVI
"
"J.S. INTERNATIONAL PUBLIC SCHOOL,",HARYANA,"
Affiliated up to: 31/03/2022 
","VILLAGE BILL BILLAN, FARMANA, SONEPAT,131408","91,9468413907","
Head/Principal Name:NANDINI YADAV
"
JAI BHARAT HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","LADWA,136132",",01744260926","
Head/Principal Name:MR. DEEPA RANI
"
JAI BHARAT MODERN SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VPO JANTI KALAN TEH & DISTT SONEPAT HARYANA,131001","0,9991138510","
Head/Principal Name:POONAM
"
JAI GEETANJALI WISDOM PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","VPO MARWA KALAN TEHSIL BILASPUR DISTT YAMUNA NAGAR,135102",",9466446400","
Head/Principal Name:MRS. SONIA RANA
"
JAI GURU DEV PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SHEETAL NAGAR, OPP. 2ND WATER WORKS KAMLA NAGAR, JHAJJAR ROAD , ROHTAK,124001",",01262","
Head/Principal Name:Mrs.SUSHEELA
"
JAI HIND HIGH SCHOOL GUDHA DISTT KURUKSHETRA,HARYANA,"
Affiliated up to: 31/03/2023 
","VPO GUDHA TEHSIL LADWA,136132","1744,9416174608","
Head/Principal Name:MR. KULDEEP KUMAR
"
JAI HIND PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VILLAGE DUDHI - DUDHA KURUKESHTRA,136132",",01744263109","
Head/Principal Name:Mr.KULBIR SINGH
"
JAI HIND PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VILLAGE BRAH KALAN - SUNDERPUR POST OFFICE KHARAK RAMJI,126102","1681,230029","
Head/Principal Name:SUNITA DEVI
"
JAI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE-ADHOI, SHAHBAD-BARARA ROAD, DISTT-AMBALABARARAHARYANA ,AMBALA , 133205,",",","
Head/Principal Name:.
"
JAIBIR MEMORIAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2014 
","V.P.O. SHADIPUR, ROHTAK ROAD, JULANA, JIND,126101",",01683-275555","
Head/Principal Name:J.K. Bhoi
"
JAIN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","JIND ROAD, NEAR MATA DARWAJA, ROHTAK (HARYANA),124001","1262,235599","
Head/Principal Name:ASHA CHHABRA
"
JAIN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SHANTI NAGAR CIRCULAR ROAD REWARI HARYANA,123401","1274,253473","
Head/Principal Name:RAJESH KUMAR SRIVASTAV
"
JAIN VIDYA MANDIR HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","NEAR SUBZI MANDI SONEPAT HARYANA,131001","0130,6444055","
Head/Principal Name:Dr Neeru
"
JAINENDRA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SECTOR-1, PANCHKULA DISTT AMBALA 134108 HARYANA,134108","0172,01722567541","
Head/Principal Name:MRS. SAROJ SHARMA
"
JAN SEWA SANSTHAN PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","JAN SEWA SANSTHAN VRIDH AND ANATH ASHRAM, BHIWANI ROAD,124001",",09254306732","
Head/Principal Name:Mrs.Sonia Nagpal
"
JANKIDAS KAPUR PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SECTOR 14 SONEPAT HARYANA,131001","0130,2200118","
Head/Principal Name:GEETANJALI GROVER
"
JANKIJI GLOBAL PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","VILL- MARWAKALAN, BILASPUR, YAMUNANAGAR, HARYANA,135102","1735,01735274444","
Head/Principal Name:Anju Goswami
"
JANTA ADARSH SATYDEV SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","VILLAGE AND POST OFFICE ALAHAR,135133",",01732274649","
Head/Principal Name:MRS. AMITA SHARMA
"
JANTA SHIKSHA SADAN MIDDLE SCHOOL,HARYANA,"
Affiliated up to: 31/03/2013 
","VPO JANTI KALAN, SONEPAT,131028",",0130-2335117","
Head/Principal Name:Ranbir Singh
"
JASPER SCHOOL,HARYANA,"
Affiliated up to: 31/03/2021 
","DURGA NAGAR,,134003","0171,2532182","
Head/Principal Name:Ajay Kumar
"
JAT SHINING STAR PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","KARNAL ROAD KAITHAL,136027",",01746235155","
Head/Principal Name:MRS. J.S.CHAHAL
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2021 
","RASULPUR, PALWAL RASULPUR, HARYANA, PALWAL -121102,",",","
Head/Principal Name:.
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","MOULI PO BARWALA DISTT PANCHKULA HARYANA,134204","1734,258450","
Head/Principal Name:RENU SHARMA
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2022 
","VILL KHARA KHERI, DISTT. FATEHABAD,125048","0,9416400583","
Head/Principal Name:BHUPENDRA SINGH CHAUDHARY
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2025 
","FARRUKHNAGAR, DISTT- GURGAON,122506","0124,2015927","
Head/Principal Name:DHARMA DUTT SHARMA
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2025 
","GHUSKANI, P.O. KHIDWALI, DISTT ROHTAK, HARYANA,132145","1262,286975","
Head/Principal Name:KAILASH CHAND 
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2026 
","GULABGARH, P.O. MALIKPUR, KHADAR, DISTT. YAMUNA NAGAR HARYANA,135106","091,868400790","
Head/Principal Name:SUKHVIR SINGH
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE PABRA DISTT HISSAR HARYANA,126007","1693,231235","
Head/Principal Name:Mahendra Ram
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2023 
","KHUNGA KOTHI JIND HARYANA,126102","1681,235230","
Head/Principal Name:CHANDER GUPT HOODA
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2025 
","KALOI P O SURAH DISTT JHAJJAR HARYANA,124104","0125,215061","
Head/Principal Name:OMVIR SINGH
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","ODHAN SIRSA DISTT HARYANA,125077","1696,251224","
Head/Principal Name:SUNITA SHARMA
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","CHHINSA MOTHUKA P O CHANDPUR BALLABGARH FARIDABAD HARYANA,121101","0129,2209228","
Head/Principal Name:SUSHIL KUMAR TYAGI
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","BUTANA DISTT SONEPAT HARYANA,124302","1263,271012","
Head/Principal Name:SHIKHA SINGH
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2022 
","TITRAM DISTT KAITHAL HARYANA,132027","1746,200651","
Head/Principal Name:RAJESH KUMARI
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","VILLAGE & P.O. DEVRALA DT. BHIWANI HARYANA,125036","1253,281855","
Head/Principal Name:Jasram Singh Yadav
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2025 
","NAICHANA DISTT REWARI HARYANA,123501","1284,262230","
Head/Principal Name:LALIT KALRA
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2019 
","NIWARSI DISTT KURUKSHETRA HARYANA,132132","1744,260692","
Head/Principal Name:AMAR KAUR
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","BAI VILLIAGE, POST & TEH. NUH DISTT. MEWAT HARYANA,122107","1268,273250","
Head/Principal Name:DR SUMEDHA PANDEY
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2024 
","SAGGA DISTT KARNAL HARYANA,132001","1745,262314","
Head/Principal Name:P C UPADHYAY
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2011 
","PO KAULAN, DISTT AMBALA, HARYANA,134003","0171,2802066","
Head/Principal Name:DIPTI BHATNAGAR
"
JAWAHAR NAVODAYA VIDYALAYA,HARYANA,"
Affiliated up to: 31/03/2011 
","NAULTHA DISTT PANIPAT HARYANA,132145","0180,2580800","
Head/Principal Name:Sunita Vashist
"
JAWAHAR NAVODAYA VIDYALYA,HARYANA,"
Affiliated up to: 31/03/2025 
","KAREERA P O KOTIA DT. MOHINDERGARH HARYANA,123027","1285,235647","
Head/Principal Name:ASHWANI KUMAR JAIN
"
JAYANTI PRASAD DAV PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","GANAUR DISTT SONEPAT HARYANA,131001","0130,6991641","
Head/Principal Name:SHANKER LAL
"
JAYPEE PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SURYA VIHAR, VINAY NAGAR CHOWK, SECTOR - 91, FARIDABAD,121013",",09891748855","
Head/Principal Name:DR. POOJA KUMAR
"
JBH SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","WARD NO  7KHARKHODA,131402",",09034580022","
Head/Principal Name:MR. NARENDER SINGH
"
JCM INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2026 
","VPO- PANHERA KHURD, BALLABGARH, FARIDABAD,,121004","0129,9891271950","
Head/Principal Name:RACHNASHARMA
"
JEEVAN JYOTI GLOBAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","ALIGARH ROAD, KITHWARI, PALWAL (HR),121102","1275,01275242600,","
Head/Principal Name:DR.  MANJIT SINGH
"
JEEVAN JYOTI INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","VIJAYGARH ROAD BERHA PATTI, HODAL, DISTRICT PALWAL, HARYANA-121106,121106",",9354780444","
Head/Principal Name:MR. SUSHIL KUMAR
"
JEEVAN JYOTI SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2021 
","KRISHNA COLONY, ALIGARH ROAD, PALWAL,121102","1275,242600","
Head/Principal Name:MANJIT SINGH
"
JEEWAN JYOTI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","V.P.O SONDHITEH-JHAJJARDISTT-JHAJJAR HARYANA-124105,124105","1251,7056733415","
Head/Principal Name:JYOTI KAVI
"
JHANKAR HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","MAIN GURGAON, PATAUDI ROAD, JHUND SARAI, BABRA RAKIPUR, P.O. JAMALPUR, TEH. FARRUKHNAGAR, GURGAON, HARYANA-122503,122503","0124,8059105885","
Head/Principal Name:POOJA YADAV
"
JHANKAR SR SEC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","V.P.O SHIKOHPUR DISTT-GURGAON HARYANA,122004",",9899028380","
Head/Principal Name:Mrs.SUNITA TIWARI
"
JIND PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2020 
","VILLAGE KHERI TALODA PO JAMNI DISTT JIND HARYANA,126102","1681,9355641830","
Head/Principal Name:ROSHNI
"
JINDAL PUBLIC SCHOOL TOSHAM,HARYANA,"
Affiliated up to: 31/03/2026 
","VPO TOSHAM DISTT. BHIWANI (HARYANA),127040","2353,01253-258101,","
Head/Principal Name:MR. SHIV KUMAR
"
JIWAN JYOTI VIDYA MANDIR,HARYANA,"
Affiliated up to: 31/03/2023 
","VILL.- RATHIWAS JAT,P.O.- SIDHRAWALI,DISTT.- GURGAON,HARYANA.,122413","91,9313045378","
Head/Principal Name:SHASHI SHARMA
"
JK INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","24/11 KM MILESTONE, VILL. RAMBA, INDRI ROAD, RAMBA KARNAL,132116","0184,2002750","
Head/Principal Name:RAJNI
"
JKP INTERNATIONAL SCHOOL,HARYANA,"
Affiliated up to: 31/03/2021 
","VILLAGE- BHATGOAN DUGRAN,131001",",9416671623","
Head/Principal Name:MR. MUKESH KUMAR
"
JLJ CONCEPT SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","71.5 KM STONE, NH-2, TEHSIL HODAL, DIST. PALWAL , HARYANA,121105","1275,9416930860","
Head/Principal Name:DEEPTI MATHUR
"
JOHN F KENNEDY PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOR-28 FARIDABAD HARYANA,121001","0129,4042628","
Head/Principal Name:PRAMOD KUMAR SHARMA
"
JOHN WESLEY CONVENT SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","GOHANA ROAD, DISTT ROHTAK, HARYANA,124001","1262,9254122533","
Head/Principal Name:MAMTA MALIK
"
JPS ACADEMY ASSANDH,HARYANA,"
Affiliated up to: 31/03/2023 
","KARNAL ROAD ASSANDH DISTT KARNAL, HARYANA 132039,132039","1749,279077","
Head/Principal Name:Mohan Singh
"
JPS ACADEMY NISSING,HARYANA,"
Affiliated up to: 31/03/2023 
","OPP. RADHA SWAMI SATSANG  BHAWAN, KAITHAL ROAD, NISSING,132024",",01745271221","
Head/Principal Name:MR. BALRAJ
"
JUPITER PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","ROHAD BYPASS, DISTT JHAJJAR, HARYANA,124507","1276,278306","
Head/Principal Name:Rajpal Singh Sanwal
"
"JYOTI CONVENT SCHOOL KHUMBER, RATIA",HARYANA,"
Affiliated up to: 31/03/2022 
","VILLAGE KHUMBER PO NAGPUR TEHSIL FATEHABAD,125051",",9255295755","
Head/Principal Name:MRS. MONIKA
"
JYOTI PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","VILL-DHKAP.O BHANGROLATEH&DISTT.GURGAON HARYANA- 122505,122505","0,9891277743","
Head/Principal Name:INDU SHARMA
"
K C M PUBLIC HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","DELHI AGRA HIGHWAY, BANCHARI, HODAL, DISTT FARIDABAD HARYANA,121106","1275,322578","
Head/Principal Name:SUNIL ARYA
"
K L ARYA D A V PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","HISSAR HARYANA,125001","1662,231862","
Head/Principal Name:RASHMI MAINGI
"
K L M DAYANAND PUB  SR SEC SCHOOL NO 1,HARYANA,"
Affiliated up to: 31/03/2023 
","NEHRU GROUND N I T FARIDABAD HARYANA,121001","0129,2415353","
Head/Principal Name:GEETA YADAV
"
K L MEHTA DAYANAND PUBLIC S S SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","NO 2 SECTOR 16 FARIDABAD HARYANA,121001","0129,2287080","
Head/Principal Name:MEENA THUKRAL
"
K L MEHTA DAYANAND PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","SEC-7C FARIDABAD  HARYANA,121006","0129,01294144094","
Head/Principal Name:MRS. RITA JAGGI
"
K M PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","HANSI ROAD BHIWANI HARYANA,127021","1664,01664241268","
Head/Principal Name:MRS. RENU SAINI
"
K R MANGALAM WORLD SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","E-BLOCK, SOUTH CITY IGURGAON.,122001","0124,2382596","
Head/Principal Name:Mrs Sunita Nagpal
"
K.C.M. ARMY HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","TIGDANA MORE, BHIWANI, HARYANA.,127021","0000,8295521700","
Head/Principal Name:SUNITA SINGH
"
K.D. PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","449-450 FRIENDS COLONY GALI NO. 7 NEAR GURUDWARA, HISAR ROAD,125055",",9416216344","
Head/Principal Name:MISS PARAMJEET KAUR
"
K.D.M. PUBLIC SENIOR SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2025 
","BALUDA ROAD SOHNA DISTT- GURUGRAMHARYANA 122103,122103","0124,9991979018","
Head/Principal Name:MRS. UMA RANI
"
K.L.MEHTA DAYANAND HIGH SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","SECTOR 17 FARIDABAD(HR.),121002","0129,2289494","
Head/Principal Name:RANJU RAKHEJA
"
K.N. SR. SEC. SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","GHIKARA ROAD, CHARKHI DADRI,127306","1250,220015","
Head/Principal Name:SUKHVIR SINGH
"
K.R.MANGALAM WORLD SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","RPS CITY, SECTOR 88,121001",",01292988301","
Head/Principal Name:MISS MANMIT BEHEL
"
K.V.M.SR.SECONDARY SCHOOL,HARYANA,"
Affiliated up to: 31/03/2022 
","RAIPURRANI,PANCHKULA,134204","1734,257666","
Head/Principal Name:Sudesh Kapoor
"
KALI RAM DAV PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2024 
","SAFIDON DISTT JIND HARYANA,126112","1686,262833","
Head/Principal Name:MRS. RASHMI VIDYARTHI
"
KALKA PUBLIC SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","KALKA PUBLIC SCHOOL, BPTP PARKLANDS, BLOCK - V, SECTOR 76, FARIDABAD (HARYANA),121002",",01294096099","
Head/Principal Name:DR. ONIKA
"
KALPANA CHAWLA VIDYAPEETH,HARYANA,"
Affiliated up to: 31/03/2025 
","KHANDA ROAD, KHARKHODA, DISTT SONEPAT, HARYANA,131402","0130,2584015","
Head/Principal Name:Ms. Meenakshi
"
KAMLA MONTESSORI SCHOOL,HARYANA,"
Affiliated up to: 31/03/2023 
","OPP. BANSAL CINEMA HISSAR ROAD SIRSA HARYANA,125055","1666,250724","
Head/Principal Name:MANJU AGNIHOTRI
"
